id,label
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,0
17,0
18,0
19,0
20,1
21,1
22,0
23,0
24,1
25,1
26,0
27,0
28,1
29,0
30,0
31,1
32,1
33,0
34,1
35,1
36,1
37,0
38,1
39,1
40,0
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,0
50,0
51,0
52,0
53,1
54,1
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,0
63,1
64,1
65,1
66,0
67,0
68,0
69,0
70,1
71,1
72,1
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,1
82,0
83,1
84,0
85,0
86,0
87,1
88,1
89,1
90,0
91,1
92,1
93,1
94,1
95,1
96,0
97,1
98,1
99,1
100,1
101,1
102,0
103,1
104,0
105,1
106,1
107,1
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,0
128,0
129,1
130,1
131,0
132,1
133,1
134,0
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,0
144,0
145,0
146,0
147,0
148,1
149,1
150,0
151,0
152,0
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,0
169,1
170,1
171,1
172,0
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,1
187,0
188,0
189,0
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,0
198,0
199,0
200,0
201,0
202,1
203,1
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,0
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,1
227,1
228,1
229,1
230,0
231,0
232,0
233,1
234,1
235,0
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,0
246,1
247,0
248,1
249,0
250,1
251,1
252,0
253,1
254,0
255,1
256,1
257,1
258,1
259,0
260,1
261,1
262,1
263,1
264,1
265,1
266,0
267,1
268,0
269,0
270,1
271,1
272,0
273,0
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,1
282,0
283,0
284,1
285,1
286,0
287,1
288,1
289,1
290,0
291,1
292,1
293,1
294,1
295,0
296,1
297,0
298,0
299,1
300,0
301,0
302,0
303,0
304,0
305,1
306,1
307,1
308,1
309,0
310,1
311,1
312,1
313,1
314,0
315,1
316,1
317,1
318,1
319,1
320,0
321,0
322,1
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,1
332,0
333,1
334,1
335,0
336,0
337,0
338,1
339,0
340,1
341,1
342,1
343,1
344,1
345,0
346,0
347,1
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,0
357,1
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,0
377,1
378,0
379,1
380,1
381,0
382,1
383,0
384,0
385,0
386,0
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,0
399,1
400,1
401,1
402,1
403,1
404,1
405,0
406,0
407,1
408,1
409,0
410,1
411,0
412,0
413,1
414,1
415,1
416,0
417,1
418,0
419,0
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,0
428,1
429,1
430,1
431,1
432,0
433,0
434,0
435,0
436,1
437,0
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,0
450,0
451,0
452,0
453,1
454,1
455,0
456,1
457,1
458,0
459,1
460,1
461,1
462,1
463,1
464,0
465,0
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,0
474,1
475,0
476,0
477,1
478,0
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,0
487,1
488,1
489,0
490,0
491,1
492,1
493,1
494,1
495,1
496,0
497,1
498,1
499,0
500,1
501,0
502,0
503,1
504,0
505,1
506,0
507,0
508,1
509,1
510,0
511,1
512,0
513,0
514,0
515,0
516,1
517,1
518,1
519,1
520,0
521,1
522,1
523,1
524,1
525,1
526,1
527,0
528,1
529,0
530,1
531,1
532,0
533,1
534,0
535,0
536,0
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,0
545,1
546,1
547,0
548,1
549,0
550,1
551,1
552,0
553,0
554,1
555,1
556,1
557,1
558,1
559,1
560,0
561,0
562,1
563,1
564,1
565,1
566,0
567,0
568,0
569,1
570,0
571,0
572,1
573,1
574,1
575,1
576,0
577,1
578,0
579,0
580,1
581,1
582,0
583,0
584,1
585,1
586,0
587,1
588,1
589,0
590,1
591,1
592,0
593,1
594,0
595,1
596,1
597,1
598,0
599,1
600,1
